ID,Start Date,Water Depth,Water Depth Unit,U.S. State,Latitude,Longitude,Algae Value,Algae Unit,Biomass Value,Biomass Unit,Biomass/chlorophyll ratio Value,Biomass/chlorophyll ratio Unit,Chlorophyll Value,Chlorophyll Unit,Cladophora Value,Cladophora Unit,Cyanobacteria Value,Cyanobacteria Unit,Diatoms Value,Diatoms Unit,Macroinvertebrates Value,Macroinvertebrates Unit,Periphyton Value,Periphyton Unit,Phycocyanin Value,Phycocyanin Unit
MWRD_WQX-AE81973Sample-Routine,12/17/2019,1.0,m,CO,40.238055,-104.638055,0.0,"",0.0,"",0.0,"",65.8,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382644107271000201209131000^03,9/13/2012,0.0,"",CO,38.44554497,-107.4533912,0.0,"",0.0,"",0.0,"",2.75,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKND1201806111730009.0F,6/11/2018,9.0,m,CO,39.5542,-105.0608,0.0,"",0.0,"",0.0,"",0.0211,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKMLW1201809101650000.1F,9/10/2018,0.1,m,CO,39.54375,-105.077,0.0,"",0.0,"",0.0,"",0.0385,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382418107242600200608031025^01,8/3/2006,0.0,"",CO,38.4049908,-107.4078353,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382831107172600200406291024^01,6/29/2004,1.0,m,CO,38.47526994,-107.2911664,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382943107015300200206041230^01,6/4/2002,0.0,"",CO,38.49526864,-107.0319914,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20064011001-20050815_S-IVP,8/15/2005,0.0,"",CO,37.96455,-107.29332,0.0,"",0.0,"",0.0,"",0.9,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_381633107054700201002241630^01,2/24/2010,0.0,"",CO,38.27582757,-107.0969952,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MWRD_WQX-AE94095Sample-Routine,5/27/2020,1.0,m,CO,40.017778,-104.51,0.0,"",0.0,"",0.0,"",21.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20196015001-20180813-S-ROUTINE,8/13/2018,0.0,"",CO,40.898748,-107.51268,0.0,"",0.0,"",0.0,"",54.03005852,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-7124-20130725-S-ROUTINE,7/25/2013,0.0,"",CO,38.24118,-105.66882,0.0,"",0.0,"",0.0,"",4.29,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-COSS-1107:20140715:SR:,7/15/2014,0.0,"",CO,40.41411,-104.9937,0.0,"",0.0,"",0.0,"",0.703030303,ug/cm2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKND1201808140730004.0F,8/14/2018,4.0,m,CO,39.65167,-105.1414,0.0,"",0.0,"",0.0,"",0.1386,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20194029001-20180723-S-IVP,7/23/2018,0.0,"",CO,38.827342,-107.954623,0.0,"",0.0,"",0.0,"",80.08145455,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2010408BMT-20090826_S-IVP,8/26/2009,0.0,"",CO,37.540307,-106.80309,0.0,"",0.0,"",0.0,"",4.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_38285610705000020190603_SW^03,6/3/2019,0.0,"",CO,38.4822137,-107.0839377,0.0,"",0.0,"",0.0,"",1.825,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383024107371800200209101123^01,9/10/2002,0.0,"",CO,38.5066535,-107.6222804,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-Animas 1 08/28/2012P,8/28/2012,0.0,"",CO,37.187051,-107.878685,0.0,"",0.0,"",0.0,"",26543.5,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2018CPW008-20170811_S-IVP,8/11/2017,0.0,"",CO,39.651375,-105.142095,0.0,"",0.0,"",0.0,"",72.66,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NRS_CO-10504:20190730:SR:,7/30/2019,0.0,"",CO,38.669,-106.161,0.0,"",0.0,"",0.0,"",0.52,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-9432-20080909-S-ROUTINE,9/9/2008,0.0,"",CO,37.331533,-107.903729,0.0,"",0.0,"",0.0,"",10.99,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-Lower Beaver Creek 06/20/2012P,6/20/2012,0.0,"",CO,37.14958,-107.60355,0.0,"",0.0,"",0.0,"",24059.55,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20174VEA002-20160816_S-IVP,8/16/2016,0.0,"",CO,39.22398,-107.80876,0.0,"",0.0,"",0.0,"",34.1,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20214011001-20200728-S-IVP,7/28/2020,0.0,"",CO,38.688917,-105.051009,0.0,"",0.0,"",0.0,"",3.0877,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383103106594200_202010150002,10/15/2020,0.0,"",CO,38.51749077,-106.9956012,0.0,"",132.16666666666666,g/m2,601.0,None,11.5,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2015CPW143-20140813_S-IVP,8/13/2014,0.0,"",CO,39.022305,-106.253542,0.0,"",0.0,"",0.0,"",2.03,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKND1201808131730012.0F,8/13/2018,12.0,m,CO,39.5542,-105.0608,0.0,"",0.0,"",0.0,"",0.0521,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MWRD_WQX-AE93263Sample-Routine,5/13/2020,1.0,m,CO,40.238055,-104.638055,0.0,"",0.0,"",0.0,"",39.9,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-CORM-1002:20130924:SR:,9/24/2013,0.0,"",CO,38.56961,-106.9425,0.0,"",0.0,"",0.0,"",1.963636364,ug/cm2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_NPS_BM19_19970519_606309,5/19/1997,0.0,"",CO,38.4608333,-107.1645,0.0,"",0.0,"",0.0,"",16.35,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20196011001-20180814-S-ROUTINE,8/14/2018,0.0,"",CO,40.91896,-108.78113,0.0,"",0.0,"",0.0,"",6.234237522,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CCRLKUP1201806111430001.0F,6/11/2018,1.0,m,CO,39.63557,-104.8486,0.0,"",0.0,"",0.0,"",0.0399,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20014004001-20000608_S-IVP,6/8/2000,0.0,"",CO,37.59476,-106.66616,0.0,"",0.0,"",0.0,"",3.5,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-Rock Creek 2 06/18/2014P,6/18/2014,0.0,"",CO,37.101314,-107.627764,0.0,"",0.0,"",0.0,"",65064.1,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_383537107471500200111061149^01,11/6/2001,0.0,"",CO,38.5935966,-107.7881153,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-FLR 27-1 03/25/2015P,3/25/2015,0.0,"",CO,37.22909,-107.752321,0.0,"",0.0,"",0.0,"",6356.0,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382702107315400200505111550^01,5/11/2005,3.2,ft,CO,38.45054376,-107.5322807,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382644107271000200206120931^01,6/12/2002,0.0,"",CO,38.44554497,-107.4533912,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_381633107054700_201810251^01,10/25/2018,0.0,"",CO,38.27582757,-107.0969952,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382900107101600200206051050^01,6/5/2002,0.0,"",CO,38.48332555,-107.1717185,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2015CPW182-20150512_S-IVP,5/12/2015,0.0,"",CO,37.384255,-107.573773,0.0,"",0.0,"",0.0,"",1.52,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2018CPW053-20170907_S-IVP,9/7/2017,0.0,"",CO,40.701862,-106.460678,0.0,"",0.0,"",0.0,"",1.01,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20181019001-20170710-S-ROUTINE,7/10/2017,0.0,"",CO,40.789,-105.88233,0.0,"",0.0,"",0.0,"",7.273277108,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382856107050000200406070855^03,6/7/2004,1.0,m,CO,38.4822137,-107.0839377,0.0,"",0.0,"",0.0,"",1.53,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-Salt Creek 08/28/2012P,8/28/2012,0.0,"",CO,37.131603,-107.772946,0.0,"",0.0,"",0.0,"",36681.1,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20204043001-20190814-S-IVP,8/14/2019,0.0,"",CO,37.351022,-106.550483,0.0,"",0.0,"",0.0,"",1.86,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2015CPW012-20140715_S-IVP,7/15/2014,0.0,"",CO,40.797155,-105.56303,0.0,"",0.0,"",0.0,"",2.03,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MWRD_WQX-AE96599Sample-Routine,7/7/2020,1.0,m,CO,39.95468,-104.7523,0.0,"",0.0,"",0.0,"",46.0,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2014CPW233-20130923_S-IVP,9/23/2013,0.0,"",CO,39.650278,-104.854043,0.0,"",0.0,"",0.0,"",15.79,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-070730JFS027-20070802_S-IVP,8/2/2007,0.0,"",CO,39.36512,-106.81537,0.0,"",0.0,"",0.0,"",1.5,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20014012001-20000607_S-IVP,6/7/2000,0.0,"",CO,37.33776,-106.56879,0.0,"",0.0,"",0.0,"",2.8,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CCRLKML1201807161550003.5F,7/16/2018,3.5,m,CO,39.64175,-104.8562,0.0,"",0.0,"",0.0,"",0.1669,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382702107203900200309220915^01,9/22/2003,0.0,"",CO,38.45054696,-107.3447785,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382644107271000200110241100^01,10/24/2001,0.0,"",CO,38.44554497,-107.4533912,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20156016001-20140825-S-ROUTINE,8/25/2014,0.0,"",CO,37.368669,-106.940049,0.0,"",0.0,"",0.0,"",0.666262999,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_09128000199910130930^01,10/13/1999,0.0,"",CO,38.52915336,-107.648947,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-Dry Creek 08/01/2012P,8/1/2012,0.0,"",CO,37.14385,-107.6218,0.0,"",0.0,"",0.0,"",50525.75,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2014CPW110-20130717_S-IVP,7/17/2013,0.0,"",CO,38.972848,-105.622767,0.0,"",0.0,"",0.0,"",0.71,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-FLR 15-4 06/03/2015P,6/3/2015,0.0,"",CO,37.130432,-107.786424,0.0,"",0.0,"",0.0,"",51738.5,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2015CPW058-20140721_S-IVP,7/21/2014,0.0,"",CO,38.035423,-108.24731,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383024107371800200111071100^01,11/7/2001,0.0,"",CO,38.5066535,-107.6222804,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2014CPW010-20130625_S-IVP,6/25/2013,0.0,"",CO,40.284757,-106.83465,0.0,"",0.0,"",0.0,"",1.38,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2014CPW229-20130828_S-IVP,8/28/2013,0.0,"",CO,39.365849,-106.46397,0.0,"",0.0,"",0.0,"",1.33,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-7165K-20050727-S-ROUTINE,7/27/2005,0.0,"",CO,38.7158,-106.255583,0.0,"",0.0,"",0.0,"",30.39,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_38283110717260020190708_SW^03,7/8/2019,0.0,"",CO,38.47526994,-107.2911664,0.0,"",0.0,"",0.0,"",4.389,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20024004001-20010620_S-IVP,6/20/2001,0.0,"",CO,40.411232,-103.386862,0.0,"",0.0,"",0.0,"",195.4,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-11446-20060814-S-ROUTINE,8/14/2006,0.0,"",CO,40.9825,-107.3828,0.0,"",0.0,"",0.0,"",18.7,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382418107242600200708231025^01,8/23/2007,0.0,"",CO,38.4049908,-107.4078353,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKUPW1201808131650006.0F,8/13/2018,6.0,m,CO,39.53203,-105.0805,0.0,"",0.0,"",0.0,"",0.0735,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKND1201807161845014.0F,7/16/2018,14.0,m,CO,39.5542,-105.0608,0.0,"",0.0,"",0.0,"",0.0129,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2017CPW058-20160712_S-IVP,7/12/2016,0.0,"",CO,40.284757,-106.83465,0.0,"",0.0,"",0.0,"",4.91,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20074015001-20060725_S-IVP,7/25/2006,0.0,"",CO,40.79327,-106.9485,0.0,"",0.0,"",0.0,"",0.8,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382418107242600200706251455^01,6/25/2007,0.0,"",CO,38.4049908,-107.4078353,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-FLR 27-1 08/26/2015P,8/26/2015,0.0,"",CO,37.22909,-107.752321,0.0,"",0.0,"",0.0,"",58147.5,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
UC_REGION_USBOR_WQX-USBR_MRWQM_McPDR037_20130528_2_F,5/28/2013,2.0,m,CO,37.559515,-108.547537,0.0,"",0.0,"",0.0,"",1.3623375,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-NPR4 04/22/2011P,4/22/2011,0.0,"",CO,37.00049,-107.60145,0.0,"",0.0,"",0.0,"",8.875,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-CORF-0002:20140709:SR:,7/9/2014,0.0,"",CO,39.56461,-108.5008,0.0,"",0.0,"",0.0,"",1.630909091,ug/cm2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKUPE1201806111645001.0F,6/11/2018,1.0,m,CO,39.54528,-105.0525,0.0,"",0.0,"",0.0,"",0.044,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382829107122200200108211013^01,8/21/2001,1.0,m,CO,38.4747148,-107.2067198,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_381934107133500200702061345^01,2/6/2007,0.0,"",CO,38.32610537,-107.2269997,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382924107352300200304221133^01,4/22/2003,0.0,"",CO,38.48998719,-107.590336,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2014CPW062-20130703_S-IVP,7/3/2013,0.0,"",CO,39.875918,-106.328998,0.0,"",0.0,"",0.0,"",0.41,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKND1201809110800000.1PQN2,9/11/2018,0.1,m,CO,39.65167,-105.1414,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_38282910712220020180726_SW^03,7/26/2018,1.0,m,CO,38.4747148,-107.2067198,0.0,"",0.0,"",0.0,"",3.998,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_09128000201112081100,12/8/2011,0.0,"",CO,38.52915336,-107.648947,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382937107033500200204291106^01,4/29/2002,0.0,"",CO,38.49360224,-107.0603257,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2014CPW902-20130805_S-IVP,8/5/2013,0.0,"",CO,40.374498,-104.078148,0.0,"",0.0,"",0.0,"",28.42,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_383418107471401200409161325^01,9/16/2004,0.0,"",CO,38.5716523,-107.7878374,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382644107271000201106221000^03,6/22/2011,0.0,"",CO,38.44554497,-107.4533912,0.0,"",0.0,"",0.0,"",1.57,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-5221-20100920-S-ROUTINE,9/20/2010,0.0,"",CO,40.06883333,-104.8319861,0.0,"",0.0,"",0.0,"",3.34,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MWRD_WQX-AE97951Sample-Routine,7/22/2020,1.0,m,CO,39.95468,-104.7523,0.0,"",0.0,"",0.0,"",28.0,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CCRLKND1201808131445000.1L,8/13/2018,0.1,m,CO,39.64894,-104.8536,0.0,"",0.0,"",0.0,"",9.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CCRLKML1201807161550002.5F,7/16/2018,2.5,m,CO,39.64175,-104.8562,0.0,"",0.0,"",0.0,"",0.1881,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382418107242600200208141215^01,8/14/2002,0.0,"",CO,38.4049908,-107.4078353,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_09128000200206241103^01,6/24/2002,0.0,"",CO,38.52915336,-107.648947,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20064026001-20050818_S-IVP,8/18/2005,0.0,"",CO,38.23488,-107.75527,0.0,"",0.0,"",0.0,"",1.8,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382702107315400200507201010^01,7/20/2005,3.2,ft,CO,38.45054376,-107.5322807,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-QWCL:0004:2:070911:D,9/11/2007,0.0,"",CO,37.41662013,-108.4045832,0.0,"",0.0,"",0.0,"",12.42,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-7133-20130724-S-ROUTINE,7/24/2013,0.0,"",CO,37.98918,-105.490503,0.0,"",0.0,"",0.0,"",43.48,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20064046001-20050713_S-IVP,7/13/2005,0.0,"",CO,39.27081,-106.38978,0.0,"",0.0,"",0.0,"",0.7,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2014CPW908-20130820_S-IVP,8/20/2013,0.0,"",CO,38.920462,-105.025318,0.0,"",0.0,"",0.0,"",1.18,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_38282910712220020190919_SW,9/19/2019,1.0,m,CO,38.4747148,-107.2067198,0.0,"",0.0,"",0.0,"",4.705,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-5138-20100920-S-ROUTINE,9/20/2010,0.0,"",CO,40.1164,-104.8185,0.0,"",0.0,"",0.0,"",87.66,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_383537107471500200110181209^01,10/18/2001,0.0,"",CO,38.5935966,-107.7881153,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_09128000201106091200,6/9/2011,0.0,"",CO,38.52915336,-107.648947,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20171003002-20160920-S-ROUTINE,9/20/2016,0.0,"",CO,39.502819,-106.139769,0.0,"",0.0,"",0.0,"",5.195033127,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKND1201805080800003.0F,5/8/2018,3.0,m,CO,39.65167,-105.1414,0.0,"",0.0,"",0.0,"",0.0453,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20194044001-20180725-S-IVP,7/25/2018,0.0,"",CO,37.546882,-107.803533,0.0,"",0.0,"",0.0,"",12.16707182,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20064104001-20050811_S-IVP,8/11/2005,0.0,"",CO,37.38187,-107.57129,0.0,"",0.0,"",0.0,"",1.2,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20134ANA3-20120913_S-IVP,9/13/2012,0.0,"",CO,38.9895,-105.906,0.0,"",0.0,"",0.0,"",2.2,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383137107183600200308051222^01,8/5/2003,0.0,"",CO,38.52693624,-107.3106108,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382829107122200200606271220^03,6/27/2006,1.0,m,CO,38.4747148,-107.2067198,0.0,"",0.0,"",0.0,"",0.735,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKND1201809110800000.1F,9/11/2018,0.1,m,CO,39.65167,-105.1414,0.0,"",0.0,"",0.0,"",0.0612,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKUPN1201808140715002.5F,8/14/2018,2.5,m,CO,39.65147,-105.1471,0.0,"",0.0,"",0.0,"",0.1666,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_381934107133500199905311230^01,5/31/1999,0.0,"",CO,38.32610537,-107.2269997,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382900107101600200108080835^01,8/8/2001,0.0,"",CO,38.48332555,-107.1717185,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
