ActivityIdentifier,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
BUNKER_USGS-00900597,5/18/2009,,,47.4749,-115.9227,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A4402,8/20/2009,,,43.87667,-116.98383,Chlorophyll a,13.5,mg/m3
BUNKER_USGS-00901262,8/5/2009,,,47.54833,-116.2197,Floating algae mat - severity (choice list),MODERATE,
1119USBR_WQX-09-A3153,7/20/2009,,,44.0805555,-115.6594444,Chlorophyll a,< 2.7,mg/m3
1119USBR_WQX-09-A4217,8/17/2009,,,44.0805555,-115.6594444,Chlorophyll a,1.6,mg/m3
1119USBR_WQX-09-A5978,12/15/2009,,,46.26,-116.83233,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-09-A1562,6/3/2009,1,m,43.4261111,-114.0305556,Chlorophyll a,2.4,mg/m3
1119USBR_WQX-09-A5680,10/21/2009,,,43.87667,-116.98383,Chlorophyll a,20.1,mg/m3
1119USBR_WQX-09-A4400,8/20/2009,,,43.87667,-116.98383,Chlorophyll a,17,mg/m3
1119USBR_WQX-09-A3734,7/31/2009,1,m,42.6736111,-113.5625,Chlorophyll a,15.3,mg/m3
1119USBR_WQX-09-A5971,12/16/2009,,,43.87667,-116.98383,Chlorophyll a,68.9,mg/m3
1119USBR_WQX-09-A3217,7/21/2009,1,m,43.3583333,-115.4444444,Chlorophyll a,2.4,mg/m3
IDEQ_CDAOFFICE_WQX-C4-UNIV+5/28/09+PZ,5/28/2009,,,47.515,-116.835,"Chlorophyll a, corrected for pheophytin",3.14,ug/L
BUNKER_USGS-00900236,1/12/2009,,,47.6819444,-116.7975,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A4409,8/21/2009,,,43.87667,-116.98383,Chlorophyll a,0.8,mg/m3
1119USBR_WQX-09-A5848,11/17/2009,,,43.87667,-116.98383,Chlorophyll a,31.7,mg/m3
1119USBR_WQX-09-A2215,6/29/2009,1,m,44.3148333,-115.6593333,Chlorophyll a,< 2.7,mg/m3
1119USBR_WQX-09-A4067,8/11/2009,,,43.87667,-116.98383,Chlorophyll a,16.1,mg/m3
1119USBR_WQX-09-A1050,5/6/2009,,,43.87667,-116.98383,Chlorophyll a,52.6,mg/m3
1119USBR_WQX-09-A3144,7/20/2009,1,m,44.3113333,-115.6688332,Chlorophyll a,< 2.7,mg/m3
1119USBR_WQX-09-A454,3/12/2009,,,43.87667,-116.98383,Chlorophyll a,48.9,mg/m3
1119USBR_WQX-09-A4758,9/8/2009,1,m,44.6194444,-116.0930556,Chlorophyll a,18.7,mg/m3
1119USBR_WQX-09-A3894,8/6/2009,,,43.87667,-116.98383,Chlorophyll a,22.5,mg/m3
1119USBR_WQX-09-A2226,6/29/2009,1,m,44.2969999,-115.6711666,Chlorophyll a,< 2.7,mg/m3
1119USBR_WQX-09-A4399,8/20/2009,,,43.87667,-116.98383,Chlorophyll a,18.5,mg/m3
1119USBR_WQX-09-A4907,9/15/2009,,,43.9231167,-116.4427472,Chlorophyll a,5,mg/m3
1119USBR_WQX-09-A5128,9/28/2009,,,44.29304,-115.656482,Chlorophyll a,< 2,mg/m3
1119USBR_WQX-09-A5861,11/17/2009,,,46.15066,-116.73377,Chlorophyll a,1.3,mg/m3
1119USBR_WQX-09-A5860,11/17/2009,,,46.16134,-116.733,Chlorophyll a,1.3,mg/m3
BUNKER_USGS-00900600,5/19/2009,,,47.5484,-116.1748,Floating algae mat - severity (choice list),NONE,
BUNKER_USGS-01000047,10/16/2009,,,47.5296,-115.8737,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A5134,9/28/2009,4,m,44.3148333,-115.6593333,Chlorophyll a,1.5,mg/m3
1119USBR_WQX-09-A4766,9/8/2009,1,m,44.5277778,-116.0541667,Chlorophyll a,19.4,mg/m3
IDEQ_CDAOFFICE_WQX-C1-TUBBS+7/30/09+PZ,7/30/2009,,,47.65,-116.758,"Chlorophyll a, corrected for pheophytin",1.01,ug/L
BUNKER_USGS-01000046,10/19/2009,,,47.472738,-115.91487,Floating algae mat - severity (choice list),NONE,
IDEQ_CDAOFFICE_WQX-C1-TUBBS+7/30/09+19m,7/30/2009,19,m,47.65,-116.758,"Chlorophyll a, corrected for pheophytin",1.98,ug/L
1119USBR_WQX-09-A2903,7/13/2009,,,43.87667,-116.98383,Chlorophyll a,25.9,mg/m3
1119USBR_WQX-09-A5859,11/17/2009,,,46.26,-116.83233,Chlorophyll a,0.6,mg/m3
IDEQ_CDAOFFICE_WQX-C1-TUBBS+4/29/09+ FB,4/29/2009,,,47.65,-116.758,"Chlorophyll a, corrected for pheophytin",,
USACENWS_WQX-ALFFB:20090708:1327:SR,7/8/2009,,,48.177936,-116.996326,Chlorophyll a,3.0705,ug/L
IDEQ_CDAOFFICE_WQX-C4-UNIV+4/28/09+PZ,4/28/2009,,,47.515,-116.835,"Chlorophyll a, corrected for pheophytin",3.51,ug/L
1119USBR_WQX-09-A4407,8/20/2009,,,43.87667,-116.98383,Chlorophyll a,< 1.1,mg/m3
BUNKER_USGS-00900351,2/24/2009,,,47.54833,-116.2197,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A4024,8/11/2009,1,m,44.6194444,-116.0930556,Chlorophyll a,9.9,mg/m3
1119USBR_WQX-09-A5855,11/17/2009,,,46.3662,-116.80397,Chlorophyll a,3.4,mg/m3
1119USBR_WQX-09-A4204,8/17/2009,1,m,44.2991649,-115.6524983,Chlorophyll a,4.2,mg/m3
1119USBR_WQX-09-A3645,7/30/2009,1,m,43.5416667,-111.7369444,Chlorophyll a,3.4,mg/m3
1119USBR_WQX-09-A4401,8/20/2009,,,43.87667,-116.98383,Chlorophyll a,15,mg/m3
1119USBR_WQX-09-A3553,7/27/2009,1,m,42.7813889,-112.875,Chlorophyll a,16,mg/m3
1119USBR_WQX-09-A1048,5/6/2009,,,43.87667,-116.98383,Chlorophyll a,55.2,mg/m3
BUNKER_USGS-00900862,6/24/2009,,,47.6819444,-116.7975,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A4030,8/11/2009,1,m,44.6777778,-116.0819444,Chlorophyll a,27.7,mg/m3
1119USBR_WQX-09-A5977,12/15/2009,,,46.28525,-116.8693,Chlorophyll a,0.8,mg/m3
BUNKER_USGS-00901260,8/4/2009,,,47.5453,-116.1342,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A4426,8/21/2009,,,43.87667,-116.98383,Chlorophyll a,15.7,mg/m3
1119USBR_WQX-09-A4207,8/17/2009,1,m,44.3113333,-115.6688332,Chlorophyll a,3,mg/m3
1119USBR_WQX-09-A4424,8/21/2009,,,43.87667,-116.98383,Chlorophyll a,12.6,mg/m3
1119USBR_WQX-09-A21,1/12/2009,,,43.9231167,-116.4427472,Chlorophyll a,3.8,mg/m3
USACENWS_WQX-ALFLPD:20090501:1211:SR,5/1/2009,,,48.258529,-116.361919,Chlorophyll a,5.34,ug/L
1119USBR_WQX-09-A3892,8/6/2009,,,43.87667,-116.98383,Chlorophyll a,26.6,mg/m3
1119USBR_WQX-09-A3141,7/20/2009,1,m,44.2991649,-115.6524983,Chlorophyll a,< 2.7,mg/m3
1119USBR_WQX-09-A3130,7/20/2009,1,m,44.29465,-115.64676,Chlorophyll a,2.9,mg/m3
IDEQ_CDAOFFICE_WQX-C4-UNIV+5/28/09+10m,5/28/2009,10,m,47.515,-116.835,"Chlorophyll a, corrected for pheophytin",4.89,ug/L
1119USBR_WQX-09-A3564,7/28/2009,,,43.87667,-116.98383,Chlorophyll a,2.8,mg/m3
USACENWS_WQX-ALFFB:20091102:1233:SR,11/2/2009,,,48.177936,-116.996326,Chlorophyll a,2.67,ug/L
USACENWS_WQX-ALFLPS:20091102:1233:SR,11/2/2009,,,48.27359,-116.506456,Chlorophyll a,2.67,ug/L
1119USBR_WQX-09-A2223,6/29/2009,1,m,44.3113333,-115.6688332,Chlorophyll a,< 2.7,mg/m3
BUNKER_USGS-00900602,5/19/2009,,,47.5517,-116.2363,Floating algae mat - severity (choice list),NONE,
IDEQ_CDAOFFICE_WQX-C1-TUBBS+4/29/09+PZ,4/29/2009,,,47.65,-116.758,"Chlorophyll a, corrected for pheophytin",8.42,ug/L
1119USBR_WQX-09-A4199,8/17/2009,1,m,44.3148333,-115.6593333,Chlorophyll a,3.5,mg/m3
1119USBR_WQX-09-A4406,8/20/2009,,,43.87667,-116.98383,Chlorophyll a,11.4,mg/m3
BUNKER_USGS-00900235,1/10/2009,,,47.3612957,-116.6915656,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A3136,7/20/2009,1,m,44.3148333,-115.6593333,Chlorophyll a,< 2.7,mg/m3
1119USBR_WQX-09-A2256,7/1/2009,,,43.9231167,-116.4427472,Chlorophyll a,3,mg/m3
1119USBR_WQX-09-A5858,11/17/2009,,,46.28525,-116.8693,Chlorophyll a,0.5,mg/m3
BUNKER_USGS-01000057,10/27/2009,,,47.4786,-116.7322,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A1788,6/15/2009,1,m,43.9333333,-116.4416667,Chlorophyll a,8.4,mg/m3
1119USBR_WQX-09-A4428,8/21/2009,,,43.87667,-116.98383,Chlorophyll a,18.6,mg/m3
1119USBR_WQX-09-A3563,7/28/2009,,,43.87667,-116.98383,Chlorophyll a,2.9,mg/m3
BUNKER_USGS-00900349,2/24/2009,,,47.5453,-116.1342,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A5856,11/17/2009,,,46.33352,-116.83302,Chlorophyll a,< 0.4,mg/m3
1119USBR_WQX-09-A5135,9/28/2009,5,m,44.2991649,-115.6524983,Chlorophyll a,2,mg/m3
1119USBR_WQX-09-A4200,8/17/2009,10,m,44.3148333,-115.6593333,Chlorophyll a,3.4,mg/m3
1119USBR_WQX-09-A343,3/2/2009,,,43.9231167,-116.4427472,Chlorophyll a,3.6,mg/m3
1119USBR_WQX-09-A3640,7/29/2009,1,m,43.3294444,-111.2047222,Chlorophyll a,1.4,mg/m3
IDEQ_CDAOFFICE_WQX-C4-UNIV+10/08/09+PZ,10/8/2009,,,47.515,-116.835,"Chlorophyll a, corrected for pheophytin",1.33,ug/L
BUNKER_USGS-00901334,8/10/2009,,,47.6819444,-116.7975,Floating algae mat - severity (choice list),NONE,
BUNKER_USGS-00901263,8/5/2009,,,47.5517,-116.2363,Floating algae mat - severity (choice list),MILD,
1119USBR_WQX-09-A4398,8/20/2009,,,43.87667,-116.98383,Chlorophyll a,20.9,mg/m3
BUNKER_USGS-00900858,6/17/2009,,,47.54833,-116.2197,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A193,2/5/2009,,,43.87667,-116.98383,Chlorophyll a,22.3,mg/m3
1119USBR_WQX-09-A1483,6/1/2009,,,43.9231167,-116.4427472,Chlorophyll a,3.1,mg/m3
1119USBR_WQX-09-A5297,10/1/2009,,,43.87667,-116.98383,Chlorophyll a,7.2,mg/m3
IDEQ_CDAOFFICE_WQX-C4-UNIV+6/22/09+PZ,6/22/2009,,,47.515,-116.835,"Chlorophyll a, corrected for pheophytin",3.9,ug/L
BUNKER_USGS-00900599,5/19/2009,,,47.5453,-116.1342,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A5296,10/1/2009,,,43.87667,-116.98383,Chlorophyll a,8.8,mg/m3
1119USBR_WQX-09-A3590,7/28/2009,1,m,44.3788889,-111.3966667,Chlorophyll a,18.6,mg/m3
BUNKER_USGS-00900231,1/9/2009,,,47.5517,-116.2363,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A5854,11/17/2009,,,46.367,-116.7833,Chlorophyll a,6.7,mg/m3
1119USBR_WQX-09-A5010,9/17/2009,,,43.87667,-116.98383,Chlorophyll a,17.7,mg/m3
BUNKER_USGS-00900226,1/8/2009,,,47.472738,-115.91487,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A5810,11/10/2009,,,43.87667,-116.98383,Chlorophyll a,15.4,mg/m3
1119USBR_WQX-09-A1761,6/11/2009,,,43.87667,-116.98383,Chlorophyll a,63.2,mg/m3
1119USBR_WQX-09-A4678,9/1/2009,,,43.87667,-116.98383,Chlorophyll a,29.6,mg/m3
1119USBR_WQX-09-A1059,5/10/2009,,,43.9231167,-116.4427472,Chlorophyll a,2.7,mg/m3
1119USBR_WQX-09-A4394,8/20/2009,,,43.87667,-116.98383,Chlorophyll a,< 0.6,mg/m3
BUNKER_USGS-00900861,6/23/2009,,,47.3612957,-116.6915656,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A2238,6/29/2009,7,m,44.2969999,-115.6711666,Chlorophyll a,6.9,mg/m3
BUNKER_USGS-01000054,10/19/2009,,,47.5109,-116.2418,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A5863,11/17/2009,,,46.21014,-116.09886,Chlorophyll a,1,mg/m3
IDEQ_CDAOFFICE_WQX-C1-TUBBS+8/26/09+PZ FR,8/26/2009,,,47.65,-116.758,"Chlorophyll a, corrected for pheophytin",1.22,ug/L
1119USBR_WQX-09-A733,4/15/2009,,,43.87667,-116.98383,Chlorophyll a,64.3,mg/m3
BUNKER_USGS-01000053,10/20/2009,,,47.54833,-116.2197,Floating algae mat - severity (choice list),MILD,
BUNKER_USGS-00900234,1/10/2009,,,47.4786,-116.7322,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-09-A4032,8/11/2009,1,m,44.5277778,-116.0541667,Chlorophyll a,13.6,mg/m3
BUNKER_USGS-00901261,8/4/2009,,,47.5484,-116.1748,Floating algae mat - severity (choice list),MODERATE,
1119USBR_WQX-10-A3853,8/3/2010,1,m,42.6736111,-113.5625,Chlorophyll a,13.2,mg/m3
1119USBR_WQX-10-A795,4/8/2010,,,43.87667,-116.98383,Chlorophyll a,20.8,mg/m3
1119USBR_WQX-10-A4460,8/25/2010,,,46.33352,-116.83302,Chlorophyll a,2.2,mg/m3
1119USBR_WQX-10-A1999,6/16/2010,,,46.33336,-116.83337,Chlorophyll a,2.3,mg/m3
1119USBR_WQX-10-A5923,11/17/2010,,,46.3662,-116.80397,Chlorophyll a,1.3,mg/m3
1119USBR_WQX-10-A2000,6/16/2010,,,46.28525,-116.8693,Chlorophyll a,1.3,mg/m3
1119USBR_WQX-10-A522,3/10/2010,,,43.87667,-116.98383,Chlorophyll a,89.2,mg/m3
1119USBR_WQX-10-A636,3/23/2010,,,46.33352,-116.83302,Chlorophyll a,6,mg/m3
1119USBR_WQX-10-A5603,10/19/2010,,,46.21014,-116.09886,Chlorophyll a,< 0.6,mg/m3
1119USBR_WQX-10-A3032,7/13/2010,,,46.3662,-116.80397,Chlorophyll a,3.8,mg/m3
BUNKER_USGS-01000405,4/20/2010,,,47.5296,-115.8737,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A829,4/14/2010,,,46.367,-116.7833,Chlorophyll a,9.7,mg/m3
1119USBR_WQX-10-A187,1/12/2010,,,46.33352,-116.83302,Chlorophyll a,8.9,mg/m3
BUNKER_USGS-01100019,10/12/2010,,,47.4786,-116.7322,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A156,1/11/2010,,,44.0713889,-116.9325,Chlorophyll a,21.2,mg/m3
1119USBR_WQX-10-A993,4/27/2010,,,46.367,-116.7833,Chlorophyll a,5.5,mg/m3
1119USBR_WQX-10-A817,4/13/2010,,,46.42072,-116.80004,Chlorophyll a,13.1,mg/m3
1119USBR_WQX-10-A1171,5/12/2010,,,46.3662,-116.80397,Chlorophyll a,4,mg/m3
1119USBR_WQX-10-A5207,9/29/2010,1,m,44.3113333,-115.6688332,Chlorophyll a,5.5,mg/m3
BUNKER_USGS-01000891,7/8/2010,,,47.5484,-116.1748,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A3030,7/13/2010,,,46.42072,-116.80004,Chlorophyll a,4.6,mg/m3
1119USBR_WQX-10-A2001,6/16/2010,,,46.26,-116.83233,Chlorophyll a,1.2,mg/m3
1119USBR_WQX-10-A408,2/16/2010,,,46.367,-116.7833,Chlorophyll a,17.6,mg/m3
1119USBR_WQX-10-A725,4/5/2010,,,43.8963556,-116.6267361,Chlorophyll a,4.6,mg/m3
1119USBR_WQX-10-A642,3/24/2010,,,46.205,-116.82916,Chlorophyll a,< 0.5,mg/m3
BUNKER_USGS-01100167,12/14/2010,,,47.4786,-116.7322,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A3153,7/16/2010,,,43.9231167,-116.4427472,Chlorophyll a,3,mg/m3
1119USBR_WQX-10-A5216,9/29/2010,,,44.0805555,-115.6594444,Chlorophyll a,< 0.6,mg/m3
1119USBR_WQX-10-A5066,9/21/2010,,,46.1652,-116.74102,Chlorophyll a,< 3,mg/m3
1119USBR_WQX-10-A2615,7/1/2010,1,m,44.3148333,-115.6593333,Chlorophyll a,1.9,mg/m3
1119USBR_WQX-10-A2623,7/1/2010,1,m,44.3113333,-115.6688332,Chlorophyll a,2.7,mg/m3
1119USBR_WQX-10-A517,3/8/2010,,,44.0713889,-116.9325,Chlorophyll a,10.7,mg/m3
1119USBR_WQX-10-A4721,9/7/2010,,,43.87667,-116.98383,Chlorophyll a,4.7,mg/m3
1119USBR_WQX-10-A5502,10/18/2010,,,46.3662,-116.80397,Chlorophyll a,1.1,mg/m3
1119USBR_WQX-10-A5134,9/22/2010,,,46.33336,-116.83337,Chlorophyll a,3.1,mg/m3
1119USBR_WQX-10-A895,4/20/2010,1,m,46.21014,-116.83786,Chlorophyll a,11,mg/m3
1119USBR_WQX-10-A994,4/27/2010,,,46.3662,-116.80397,Chlorophyll a,6,mg/m3
BUNKER_USGS-01100013,10/6/2010,,,47.5453,-116.1342,Floating algae mat - severity (choice list),MILD,
1119USBR_WQX-10-A4899,9/14/2010,,,43.9323,-116.3356,Chlorophyll a,3.8,mg/m3
BUNKER_USGS-01100020,10/13/2010,,,47.3522222,-116.6755556,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A231,1/22/2010,,,43.87667,-116.98383,Chlorophyll a,46.8,mg/m3
1119USBR_WQX-10-A6169,12/21/2010,,,46.21014,-116.09886,Chlorophyll a,< 0.9,mg/m3
1119USBR_WQX-10-A5985,12/7/2010,,,44.0713889,-116.9325,Chlorophyll a,6,mg/m3
1119USBR_WQX-10-A638,3/23/2010,,,46.26,-116.83233,Chlorophyll a,5.2,mg/m3
1119USBR_WQX-10-A195,1/14/2010,,,43.87667,-116.98383,Chlorophyll a,48.6,mg/m3
1119USBR_WQX-10-A155,1/11/2010,,,43.9323,-116.3356,Chlorophyll a,3.8,mg/m3
1119USBR_WQX-10-A1143,5/6/2010,,,43.87667,-116.98383,Chlorophyll a,19.6,mg/m3
1119USBR_WQX-10-A5599,10/19/2010,,,46.33352,-116.83302,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-10-A1543,5/25/2010,,,46.1652,-116.74102,Chlorophyll a,0.2,mg/m3
1119USBR_WQX-10-A2629,7/1/2010,,,44.29304,-115.656482,Chlorophyll a,< 0.6,mg/m3
BUNKER_USGS-01000892,7/8/2010,,,47.54833,-116.2197,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A1022,4/28/2010,,,46.15066,-116.73377,Chlorophyll a,0.7,mg/m3
1119USBR_WQX-10-A995,4/27/2010,,,46.33352,-116.83302,Chlorophyll a,2.4,mg/m3
1119USBR_WQX-10-A5133,9/22/2010,,,46.33352,-116.83302,Chlorophyll a,2.1,mg/m3
1119USBR_WQX-10-A2176,6/22/2010,,,43.87667,-116.98383,Chlorophyll a,4.9,mg/m3
USACENWS_WQX-TALACHE:20100914:0254:SR,9/14/2010,,,48.12814,-116.4782,Chlorophyll a,2.492,ug/L
1119USBR_WQX-10-A5327,9/30/2010,,,43.8963556,-116.6267361,Chlorophyll a,3.2,mg/m3
1119USBR_WQX-10-A429,2/22/2010,,,43.87667,-116.98383,Chlorophyll a,15.9,mg/m3
1119USBR_WQX-10-A1170,5/12/2010,,,46.367,-116.7833,Chlorophyll a,3.1,mg/m3
1119USBR_WQX-10-A407,2/16/2010,,,46.42072,-116.80004,Chlorophyll a,28,mg/m3
1119USBR_WQX-10-A820,4/13/2010,,,46.26,-116.83233,Chlorophyll a,2,mg/m3
1119USBR_WQX-10-A3035,7/13/2010,,,46.28525,-116.8693,Chlorophyll a,2.6,mg/m3
1119USBR_WQX-10-A582,3/23/2010,,,43.87667,-116.98383,Chlorophyll a,59.3,mg/m3
1119USBR_WQX-10-A724,4/5/2010,,,43.9231167,-116.4427472,Chlorophyll a,1.9,mg/m3
1119USBR_WQX-10-A5137,9/22/2010,,,46.21014,-116.09886,Chlorophyll a,0.8,mg/m3
1119USBR_WQX-10-A5987,12/7/2010,,,43.8963556,-116.6267361,Chlorophyll a,2.3,mg/m3
1119USBR_WQX-10-A4903,9/14/2010,,,43.8963556,-116.6267361,Chlorophyll a,4.4,mg/m3
1119USBR_WQX-10-A1163,5/11/2010,,,46.15066,-116.73377,Chlorophyll a,< 1,mg/m3
BUNKER_USGS-01000406,4/20/2010,,,47.5131,-115.893,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A180,1/12/2010,,,46.367,-116.7833,Chlorophyll a,13.1,mg/m3
BUNKER_USGS-01000239,1/27/2010,,,47.6819444,-116.7975,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A1161,5/11/2010,,,46.26,-116.83233,Chlorophyll a,1.5,mg/m3
1119USBR_WQX-10-A726,4/5/2010,,,43.9323,-116.3356,Chlorophyll a,2.8,mg/m3
1119USBR_WQX-10-A184,1/12/2010,,,46.28525,-116.8693,Chlorophyll a,< 5,mg/m3
1119USBR_WQX-10-A1025,4/28/2010,,,46.25778,-116.77491,Chlorophyll a,1.1,mg/m3
1119USBR_WQX-10-A519,3/8/2010,,,43.8963556,-116.6267361,Chlorophyll a,4.9,mg/m3
1119USBR_WQX-10-A414,2/16/2010,,,46.21014,-116.09886,Chlorophyll a,< 3,mg/m3
1119USBR_WQX-10-A2959,7/12/2010,,,43.87667,-116.98383,Chlorophyll a,2.8,mg/m3
USACENWS_WQX-ALFLPS:20101104:1249:SR,11/4/2010,,,48.27359,-116.506456,Chlorophyll a,1.958,ug/L
1119USBR_WQX-10-A1164,5/11/2010,,,46.1652,-116.74102,Chlorophyll a,< 1.1,mg/m3
BUNKER_USGS-01000415,4/26/2010,,,47.6819444,-116.7975,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A888,4/19/2010,,,43.87667,-116.98383,Chlorophyll a,14.9,mg/m3
1119USBR_WQX-10-A4462,8/25/2010,,,46.28525,-116.8693,Chlorophyll a,2.1,mg/m3
1119USBR_WQX-10-A819,4/13/2010,,,46.28525,-116.8693,Chlorophyll a,2.8,mg/m3
USACENWS_WQX-ALFLPS:20100609:1241:SR,6/9/2010,,,48.27359,-116.506456,Chlorophyll a,3.382,ug/L
1119USBR_WQX-10-A1541,5/25/2010,,,46.16134,-116.733,Chlorophyll a,2.9,mg/m3
1119USBR_WQX-10-A4463,8/25/2010,,,46.26,-116.83233,Chlorophyll a,3.2,mg/m3
1119USBR_WQX-10-A3337,7/20/2010,1,m,44.3788889,-111.3966667,Chlorophyll a,4.7,mg/m3
1119USBR_WQX-10-A1173,5/12/2010,,,46.33336,-116.83337,Chlorophyll a,3.8,mg/m3
1119USBR_WQX-10-A5505,10/18/2010,,,46.1652,-116.74102,Chlorophyll a,< 0.5,mg/m3
BUNKER_USGS-01000237,1/26/2010,,,47.4786,-116.7322,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A4418,8/24/2010,1,m,46.16587,-116.73607,Chlorophyll a,10.3,mg/m3
1119USBR_WQX-10-A159,1/11/2010,,,43.9231167,-116.4427472,Chlorophyll a,1.6,mg/m3
1119USBR_WQX-10-A5930,11/17/2010,,,46.21014,-116.09886,Chlorophyll a,1.6,mg/m3
1119USBR_WQX-10-A5217,9/29/2010,,,44.0805555,-115.6594444,Chlorophyll a,0.9,mg/m3
BUNKER_USGS-01100007,10/4/2010,,,47.472738,-115.91487,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A4583,9/1/2010,1,m,44.3268332,-115.6643333,Chlorophyll a,2.3,mg/m3
1119USBR_WQX-10-A5202,9/29/2010,1,m,44.3268332,-115.6643333,Chlorophyll a,6.1,mg/m3
1119USBR_WQX-10-A5925,11/17/2010,,,46.33336,-116.83337,Chlorophyll a,1.7,mg/m3
BUNKER_USGS-01000411,4/21/2010,,,47.5517,-116.2363,Floating algae mat - severity (choice list),NONE,
BUNKER_USGS-01100168,12/15/2010,,,47.3522222,-116.6755556,Floating algae mat - severity (choice list),NONE,
BUNKER_USGS-01000898,7/12/2010,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A1931,6/15/2010,,,46.14546,-116.78691,Chlorophyll a,0.4,mg/m3
1119USBR_WQX-10-A3031,7/13/2010,,,46.367,-116.7833,Chlorophyll a,2.9,mg/m3
BUNKER_USGS-01000890,7/8/2010,,,47.5453,-116.1342,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A6170,12/22/2010,,,46.367,-116.7833,Chlorophyll a,< 0.8,mg/m3
1119USBR_WQX-10-A1554,5/26/2010,,,46.28525,-116.8693,Chlorophyll a,1.4,mg/m3
1119USBR_WQX-10-A1928,6/15/2010,,,46.21014,-116.09886,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-10-A1169,5/12/2010,,,46.42072,-116.80004,Chlorophyll a,4.2,mg/m3
1119USBR_WQX-10-A6164,12/22/2010,,,46.33352,-116.83302,Chlorophyll a,< 1.2,mg/m3
1119USBR_WQX-10-A539,3/9/2010,,,46.26,-116.83233,Chlorophyll a,2.2,mg/m3
1119USBR_WQX-10-A4428,8/24/2010,,,46.21014,-116.83786,Chlorophyll a,4,mg/m3
1119USBR_WQX-10-A5844,11/4/2010,1,m,44.2991649,-115.6524983,Chlorophyll a,3.2,mg/m3
1119USBR_WQX-10-A6168,12/22/2010,,,46.16134,-116.733,Chlorophyll a,1.4,mg/m3
BUNKER_USGS-01100018,10/7/2010,,,47.5547,-116.3231,Floating algae mat - severity (choice list),NONE,
BUNKER_USGS-01000407,4/21/2010,,,47.4749,-115.9227,Floating algae mat - severity (choice list),NONE,
1119USBR_WQX-10-A5770,11/2/2010,,,43.9231167,-116.4427472,Chlorophyll a,1.5,mg/m3
1119USBR_WQX-10-A181,1/12/2010,,,46.3662,-116.80397,Chlorophyll a,19.2,mg/m3
CDATWATRES-SJ1_7202010_EZ,7/20/2010,,,47.35775,-116.6864,"Chlorophyll a, corrected for pheophytin",1.89,ug/L
1119USBR_WQX-10-A2960,7/12/2010,,,43.87667,-116.98383,Chlorophyll a,3,mg/m3
1119USBR_WQX-10-A1174,5/12/2010,,,46.28525,-116.8693,Chlorophyll a,1.7,mg/m3
BUNKER_USGS-01100015,10/7/2010,,,47.54833,-116.2197,Floating algae mat - severity (choice list),MILD,
1119USBR_WQX-10-A5142,9/23/2010,,,43.87667,-116.98383,Chlorophyll a,3.9,mg/m3
1119USBR_WQX-10-A1855,6/9/2010,,,43.87667,-116.98383,Chlorophyll a,27,mg/m3
1119USBR_WQX-10-A5984,12/7/2010,,,43.9323,-116.3356,Chlorophyll a,3.2,mg/m3
1119USBR_WQX-10-A1929,6/15/2010,,,46.205,-116.82916,Chlorophyll a,0.2,mg/m3
BUNKER_USGS-01000412,4/22/2010,,,47.5547,-116.3231,Floating algae mat - severity (choice list),NONE,
