ActivityIdentifier,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
NARS_WQX-NLA12_CO-131:20120628:SR:CHLA,6/28/2012,,,40.94491896,-106.0119684,Chlorophyll a,2.48,ug/L
SOUTHUTE-Dry Creek 09/27/2012P,9/27/2012,,,37.14385,-107.6218,Chlorophyll a,44000,ug/L
SOUTHUTE-NPR5 01/20/2012P,1/20/2012,,,37.105818,-107.632044,Chlorophyll a,12.45,mg/m2
NARS_WQX-NLA12_CO-108:20120705:SR:CHLA,7/5/2012,,,38.7911491,-105.1063606,Chlorophyll a,0.371,ug/L
NARS_WQX-NLA12_CO-117:20120802:SR:CHLA,8/2/2012,,,37.31623199,-107.1129943,Chlorophyll a,6.102857143,ug/L
SOUTHUTE-NPR1 05/22/2012P,5/22/2012,,,37.376581,-107.579578,Chlorophyll a,100000,ug/L
NARS_WQX-NLA12_CO-129:20120724:SR:CHLA,7/24/2012,,,37.28488371,-104.3381595,Chlorophyll a,1.03,ug/L
SOUTHUTE-NPR2 01/20/2012P,1/20/2012,,,37.20536,-107.58712,Chlorophyll a,1160,ug/L
NARS_WQX-NLA12_CO-131:20120817:SR:CHLA,8/17/2012,,,40.94491896,-106.0119684,Chlorophyll a,5.87,ug/L
SOUTHUTE-Ute Creek 09/27/2012P,9/27/2012,,,37.093676,-107.611624,Chlorophyll a,37.9,mg/m2
SOUTHUTE-NPR6  01/20/2012P,1/20/2012,,,37.101314,-107.627764,Chlorophyll a,7.94,mg/m2
21COL001_WQX-20134LHA2-20120816_S-IVP,8/16/2012,,,40.36511,-105.151076,"Chlorophyll a, corrected for pheophytin",4.2,ug/L
11NPSWRD_WQX-CURE_382856107050000201205300900^03,5/30/2012,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",2.15,ug/L
SOUTHUTE-Spring Creek 05/22/2012P,5/22/2012,,,37.005912,-107.598249,Chlorophyll a,4.56,mg/m2
NARS_WQX-NLA12_CO-104:20120914:SR:CHLA,9/14/2012,,,40.22358076,-104.9472807,Chlorophyll a,218,ug/L
SOUTHUTE-NPR7 03/15/2012P,3/15/2012,,,37.152869,-107.592244,Chlorophyll a,1280,ug/L
SOUTHUTE-Dry Creek 03/15/2012P,3/15/2012,,,37.14385,-107.6218,Chlorophyll a,25.1,mg/m2
SOUTHUTE-Spring Creek 09/27/2012P,9/27/2012,,,37.005912,-107.598249,Chlorophyll a,23100,ug/L
11NPSWRD_WQX-BLCA_09128000201202061330,2/6/2012,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-5551-20120927-S-ROUTINE,9/27/2012,,,40.2485,-105.297167,Chlorophyll a - Periphyton (attached),12.47,mg/m2
21COL001_WQX-20134SPA1-20120719_S-IVP,7/19/2012,,,38.9831,-105.641,"Chlorophyll a, corrected for pheophytin",6.4,ug/L
SOUTHUTE-Lower Beaver Creek 09/27/2012P,9/27/2012,,,37.14958,-107.60355,Chlorophyll a,20500,ug/L
SOUTHUTE-NPR6  08/30/2012P,8/30/2012,,,37.101314,-107.627764,Chlorophyll a,62.9,mg/m2
SOUTHUTE-Lower Beaver Creek 08/01/2012P,8/1/2012,,,37.14958,-107.60355,Chlorophyll a,59.5,mg/m2
21COL001_WQX-20134ANA1-20120725_S-IVP,7/25/2012,,,38.9895,-105.906,"Chlorophyll a, corrected for pheophytin",2.3,ug/L
SOUTHUTE-NPR1 03/15/2012P,3/15/2012,,,37.376581,-107.579578,Chlorophyll a,5030,ug/L
11NPSWRD_WQX-BLCA_09128000201204191015,4/19/2012,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-10121-20120730-S-ROUTINE,7/30/2012,,,38.827601,-106.827616,Chlorophyll a - Periphyton (attached),9.35,mg/m2
SOUTHUTE-NPR1 09/27/2012P,9/27/2012,,,37.376581,-107.579578,Chlorophyll a,227000,ug/L
SOUTHUTE-Dry Creek 08/27/2012P,8/27/2012,,,37.14385,-107.6218,Chlorophyll a,25.4,mg/m2
SOUTHUTE-Ute Creek 03/12/2012P,3/12/2012,,,37.093676,-107.611624,Chlorophyll a,6800,ug/L
11NPSWRD_WQX-CURE_382831107172600201208141020^03,8/14/2012,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",3.5,ug/L
UC_REGION_USBOR_WQX-USBR_NRWQM_NRSJR342_20120717_2_F,7/17/2012,2,m,37.0014,-107.419,Chlorophyll/Pheophytin ratio,1.41,None
11NPSWRD_WQX-CURE_382644107271000201208151142^03,8/15/2012,,,38.44554497,-107.4533912,"Chlorophyll a, uncorrected for pheophytin",1.38,ug/L
SOUTHUTE-Beaver Creek 08/27/2012P,8/27/2012,,,37.14958,-107.60355,Chlorophyll a,64.3,mg/m2
NARS_WQX-NLA12_CO-107:20120829:SR:CHLA,8/29/2012,,,37.8246388,-107.885134,Chlorophyll a,1.224,ug/L
SOUTHUTE-Spring Creek 08/27/2012P,8/27/2012,,,37.005912,-107.598249,Chlorophyll a,16.6,mg/m2
SOUTHUTE-Ute Creek 04/24/2012P,4/24/2012,,,37.093676,-107.611624,Chlorophyll a,29000,ug/L
11NPSWRD_WQX-CURE_383024107371800201208011432^03,8/1/2012,,,38.5066535,-107.6222804,"Chlorophyll a, uncorrected for pheophytin",2.03,ug/L
NARS_WQX-NLA12_CO-117:20120802:SR:CHLA,8/2/2012,,,37.31623199,-107.1129943,Chlorophyll a,6.32,ug/L
11NPSWRD_WQX-BLCA_09128000201207131610,7/13/2012,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20134SPA3-20120913_S-IVP,9/13/2012,,,38.9831,-105.641,"Chlorophyll a, corrected for pheophytin",0.27,ug/L
SOUTHUTE-Spring Creek 09/27/2012P,9/27/2012,,,37.005912,-107.598249,Chlorophyll a,2.62,mg/m2
SOUTHUTE-NPR7 08/01/2012P,8/1/2012,,,37.152869,-107.592244,Chlorophyll a,41900,ug/L
SOUTHUTE-Lower Beaver Creek 04/25/2012P,4/25/2012,,,37.14958,-107.60355,Chlorophyll a,124000,ug/L
SOUTHUTE-Salt 03/27/2012P,3/27/2012,,,37.131603,-107.772946,Chlorophyll a,8.27,mg/m2
SOUTHUTE-NPR6  04/25/2012P,4/25/2012,,,37.101314,-107.627764,Chlorophyll a,414.82,mg/m2
11NPSWRD_WQX-CURE_382831107172600201207231040^03,7/23/2012,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",1.52,ug/L
21COL001_WQX-5589-20120927-S-ROUTINE,9/27/2012,,,39.93882,-105.26026,Chlorophyll a - Periphyton (attached),44.42,mg/m2
11NPSWRD_WQX-CURE_382831107172600201206261137^03,6/26/2012,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",0.49,ug/L
UC_REGION_USBOR_WQX-USBR_MRWQM_McPDR037_20120716_2_F,7/16/2012,2,m,37.559515,-108.547537,Chlorophyll a,0.65,mg/m3
SOUTHUTE-NPR5 03/15/2012P,3/15/2012,,,37.105818,-107.632044,Chlorophyll a,2090,ug/L
SOUTHUTE-NPR5 08/27/2012P,8/27/2012,,,37.105818,-107.632044,Chlorophyll a,16.7,mg/m2
11NPSWRD_WQX-CURE_381633107054700201211290845^01,11/29/2012,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
SOUTHUTE-NPR5 08/02/2012P,8/2/2012,,,37.105818,-107.632044,Chlorophyll a,35.7,mg/m2
11NPSWRD_WQX-CURE_382644107271000201209131000^03,9/13/2012,,,38.44554497,-107.4533912,"Chlorophyll a, uncorrected for pheophytin",2.75,ug/L
SOUTHUTE-NPR3 09/27/2012P,9/27/2012,,,37.0821,-107.61512,Chlorophyll a,10.1,mg/m2
SOUTHUTE-NPR1 08/01/2012P,8/1/2012,,,37.376581,-107.579578,Chlorophyll a,16.2,mg/m2
SOUTHUTE-NPR6  08/02/2012P,8/2/2012,,,37.101314,-107.627764,Chlorophyll a,36.6,mg/m2
SOUTHUTE-NPR4 01/20/2012P,1/20/2012,,,37.00049,-107.60145,Chlorophyll a,2.21,mg/m2
11NPSWRD_WQX-CURE_383103106594200201209190830^01,9/19/2012,,,38.51749077,-106.9956012,"Biomass, periphyton",174.5,g/m2
UC_REGION_USBOR_WQX-USBR_MRWQM_McPDR098_20120716_2_F,7/16/2012,2,m,37.515785,-108.544368,Chlorophyll a,0.67,mg/m3
SOUTHUTE-NPR3 03/12/2012P,3/12/2012,,,37.0821,-107.61512,Chlorophyll a,5.32,mg/m2
SOUTHUTE-NPR2 08/27/2012P,8/27/2012,,,37.20536,-107.58712,Chlorophyll a,100,mg/m2
11NPSWRD_WQX-CURE_383103106594200201209190830^01,9/19/2012,,,38.51749077,-106.9956012,Chlorophyll a - Periphyton (attached),19.7,mg/m2
SOUTHUTE-Ignacio Creek 08/27/2012P,8/27/2012,,,37.132807,-107.64866,Chlorophyll a,11.1,mg/m2
SOUTHUTE-Ute Creek 08/27/2012P,8/27/2012,,,37.093676,-107.611624,Chlorophyll a,34.3,mg/m2
NARS_WQX-NLA12_CO-106:20120720:SR:CHLA,7/20/2012,,,40.33707955,-105.1266943,Chlorophyll a,4.49,ug/L
SOUTHUTE-NPR4 09/27/2012P,9/27/2012,,,37.00049,-107.60145,Chlorophyll a,8330,ug/L
SOUTHUTE-Salt 03/27/2012P,3/27/2012,,,37.131603,-107.772946,Chlorophyll a,14700,ug/L
UC_REGION_USBOR_WQX-USBR_NRWQM_NRSJR342_20120717_2_F,7/17/2012,2,m,37.0014,-107.419,Chlorophyll a,2.19,mg/m3
SOUTHUTE-Lower Beaver Creek 09/27/2012P,9/27/2012,,,37.14958,-107.60355,Chlorophyll a,33.6,mg/m2
SOUTHUTE-NPR1 08/28/2012P,8/28/2012,,,37.376581,-107.579578,Chlorophyll a,70.1,mg/m2
NARS_WQX-NLA12_CO-R10:20120828:SR:CHLA,8/28/2012,,,40.17407647,-107.7039121,Chlorophyll a,6.67,ug/L
SOUTHUTE-NPR5 06/20/2012P,6/20/2012,,,37.105818,-107.632044,Chlorophyll a,60100,ug/L
SOUTHUTE-NPR4 08/31/2012P,8/31/2012,,,37.00049,-107.60145,Chlorophyll a,6.65,mg/m2
NARS_WQX-NLA12_CO-109:20120823:SR:CHLA,8/23/2012,,,40.05558648,-105.7470802,Chlorophyll a,5.42,ug/L
SOUTHUTE-Dry Creek 03/15/2012P,3/15/2012,,,37.14385,-107.6218,Chlorophyll a,34300,ug/L
SOUTHUTE-NPR2 09/27/2012P,9/27/2012,,,37.20536,-107.58712,Chlorophyll a,183000,ug/L
11NPSWRD_WQX-CURE_383103106594200201209190830^01,9/19/2012,,,38.51749077,-106.9956012,"Biomass, periphyton",184.7,g/m2
SOUTHUTE-NPR1 09/27/2012P,9/27/2012,,,37.376581,-107.579578,Chlorophyll a,360,mg/m2
SOUTHUTE-Ute Creek 09/27/2012P,9/27/2012,,,37.093676,-107.611624,Chlorophyll a,51500,ug/L
NARS_WQX-NLA12_CO-121:20120801:SR:CHLA,8/1/2012,,,37.67328141,-107.1127777,Chlorophyll a,3.94,ug/L
11NPSWRD_WQX-CURE_382831107172600201209171045^03,9/17/2012,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",1.17,ug/L
SOUTHUTE-Lower Beaver Creek 08/27/2012P,8/27/2012,,,37.14958,-107.60355,Chlorophyll a,142000,ug/L
SOUTHUTE-NPR6  05/22/2012P,5/22/2012,,,37.101314,-107.627764,Chlorophyll a,136000,ug/L
21COL001_WQX-20134LTA3-20120906_S-IVP,9/6/2012,,,40.3402778,-105.1236111,"Chlorophyll a, corrected for pheophytin",30,ug/L
SOUTHUTE-NPR7 09/27/2012P,9/27/2012,,,37.152869,-107.592244,Chlorophyll a,12.5,mg/m2
21COL001_WQX-20134ELA3-20120913_S-IVP,9/13/2012,,,38.9282,-105.512,"Chlorophyll a, corrected for pheophytin",8.6,ug/L
SOUTHUTE-NPR7 08/30/2012P,8/30/2012,,,37.152869,-107.592244,Chlorophyll a,89100,ug/L
NARS_WQX-NLA12_CO-108:20120705:SR:CHLA,7/5/2012,,,38.7911491,-105.1063606,Chlorophyll a,0.61,ug/L
UC_REGION_USBOR_WQX-USBR_MRWQM_McPDR-GC_20120716_2_F,7/16/2012,2,m,37.5097,-108.587,Chlorophyll/Pheophytin ratio,1.25,None
11NPSWRD_WQX-CURE_382644107271000201205311020^03,5/31/2012,,,38.44554497,-107.4533912,"Chlorophyll a, uncorrected for pheophytin",2,ug/L
SOUTHUTE-Florida 2 03/27/2012P,3/27/2012,,,37.130432,-107.786424,Chlorophyll a,52100,ug/L
SOUTHUTE-NPR2 09/27/2012P,9/27/2012,,,37.20536,-107.58712,Chlorophyll a,82.9,mg/m2
SOUTHUTE-NPR2 03/16/2012P,3/16/2012,,,37.20536,-107.58712,Chlorophyll a,4.66,mg/m2
SOUTHUTE-Florida 1 03/27/2012P,3/27/2012,,,37.22909,-107.752321,Chlorophyll a,20500,ug/L
NARS_WQX-NLA12_CO-115:20120711:SR:CHLA,7/11/2012,,,40.00305447,-107.3583306,Chlorophyll a,3.04,ug/L
11NPSWRD_WQX-CURE_38310310659420020120919830A^01,9/19/2012,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
NARS_WQX-NLA12_CO-R01:20120827:SR:CHLA,8/27/2012,,,39.9856728,-107.231024,Chlorophyll a,1.96,ug/L
SOUTHUTE-NPR2 08/01/2012P,8/1/2012,,,37.20536,-107.58712,Chlorophyll a,170000,ug/L
SOUTHUTE-Animas 1 03/26/2012P,3/26/2012,,,37.187051,-107.878685,Chlorophyll a,5.8,mg/m2
SOUTHUTE-Dry Creek 08/01/2012P,8/1/2012,,,37.14385,-107.6218,Chlorophyll a,51.5,mg/m2
11NPSWRD_WQX-CURE_382856107050000201209170930^03,9/17/2012,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",18.95,ug/L
SOUTHUTE-Dry Creek 04/25/2012P,4/25/2012,,,37.14385,-107.6218,Chlorophyll a,129.13,mg/m2
NARS_WQX-NLA12_CO-131:20120628:SR:CHLA,6/28/2012,,,40.94491896,-106.0119684,Chlorophyll a,1.762857143,ug/L
SOUTHUTE-Florida 2 08/28/2012P,8/28/2012,,,37.130432,-107.786424,Chlorophyll a,131,mg/m2
NARS_WQX-NLA12_CO-127:20120906:SR:CHLA,9/6/2012,,,40.12169493,-104.9459108,Chlorophyll a,477,ug/L
SOUTHUTE-NPR2 04/24/2012P,4/24/2012,,,37.20536,-107.58712,Chlorophyll a,37700,ug/L
NARS_WQX-NLA12_CO-R01:20120827:SR:CHLA,8/27/2012,,,39.9856728,-107.231024,Chlorophyll a,1.372,ug/L
SOUTHUTE-Lower Beaver Creek 06/20/2012P,6/20/2012,,,37.14958,-107.60355,Chlorophyll a,19.1,mg/m2
SOUTHUTE-NPR2 05/23/2012P,5/23/2012,,,37.20536,-107.58712,Chlorophyll a,65500,ug/L
SOUTHUTE-NPR6  08/02/2012P,8/2/2012,,,37.101314,-107.627764,Chlorophyll a,80800,ug/L
21COL001_WQX-20134ELA2-20120814_S-IVP,8/14/2012,,,38.9282,-105.512,"Chlorophyll a, corrected for pheophytin",2.3,ug/L
11NPSWRD_WQX-CURE_382644107271000201206271025^03,6/27/2012,,,38.44554497,-107.4533912,"Chlorophyll a, uncorrected for pheophytin",1.68,ug/L
SOUTHUTE-Dry Creek 03/15/2012P,3/15/2012,,,37.14385,-107.6218,Chlorophyll a,34300,ug/L
11NPSWRD_WQX-CURE_382924107352300201206181325^03,6/18/2012,,,38.48998719,-107.590336,"Chlorophyll a, uncorrected for pheophytin",1.44,ug/L
SOUTHUTE-NPR6  03/15/2012P,3/15/2012,,,37.101314,-107.627764,Chlorophyll a,15.4,mg/m2
21COL001_WQX-10322-20120730-S-ROUTINE,7/30/2012,,,38.43725,-106.7625,Chlorophyll a - Periphyton (attached),28.83,mg/m2
SOUTHUTE-NPR5 08/02/2012P,8/2/2012,,,37.105818,-107.632044,Chlorophyll a,26300,ug/L
SOUTHUTE-PINE 2 03/26/2012P,3/26/2012,,,37.009819,-107.5997,Chlorophyll a,5.58,mg/m2
SOUTHUTE-Spring Creek 03/12/2012P,3/12/2012,,,37.005912,-107.598249,Chlorophyll a,9.06,mg/m2
SOUTHUTE-Ute Creek 08/27/2012P,8/27/2012,,,37.093676,-107.611624,Chlorophyll a,34.3,mg/m2
11NPSWRD_WQX-CURE_382856107050000201207230910^03,7/23/2012,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",6.43,ug/L
SOUTHUTE-NPR6  09/28/2012P,9/28/2012,,,37.101314,-107.627764,Chlorophyll a,27.8,mg/m2
SOUTHUTE-Pine 2 08/27/2012P,8/27/2012,,,37.009819,-107.5997,Chlorophyll a,0.93,mg/m2
NARS_WQX-NLA12_CO-130:20120815:SR:CHLA,8/15/2012,,,39.64574357,-106.1674308,Chlorophyll a,4.2,ug/L
SOUTHUTE-NPR6  08/30/2012P,8/30/2012,,,37.101314,-107.627764,Chlorophyll a,101000,ug/L
SOUTHUTE-NPR1 03/15/2012P,3/15/2012,,,37.376581,-107.579578,Chlorophyll a,7.93,mg/m2
SOUTHUTE-NPR6  05/22/2012P,5/22/2012,,,37.101314,-107.627764,Chlorophyll a,11.5,mg/m2
SOUTHUTE-Ute Creek 05/23/2012P,5/23/2012,,,37.093676,-107.611624,Chlorophyll a,30000,ug/L
NARS_WQX-NLA12_CO-124:20120622:SR:CHLA,6/22/2012,,,39.93104164,-104.9732957,Chlorophyll a,0.525,ug/L
SOUTHUTE-Ute Creek 03/12/2012P,3/12/2012,,,37.093676,-107.611624,Chlorophyll a,6800,ug/L
11NPSWRD_WQX-BLCA_09128000201206121030,6/12/2012,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
SOUTHUTE-NPR5 04/25/2012P,4/25/2012,,,37.105818,-107.632044,Chlorophyll a,34200,ug/L
SOUTHUTE-NPR1 06/20/2012P,6/20/2012,,,37.376581,-107.579578,Chlorophyll a,21800,ug/L
SOUTHUTE-NPR3 03/12/2012P,3/12/2012,,,37.0821,-107.61512,Chlorophyll a,94600,ug/L
11NPSWRD_WQX-CURE_382856107050000201206260955^03,6/26/2012,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",2.41,ug/L
21COL001_WQX-20134UNA1-20120731_S-IVP,7/31/2012,,,40.182075,-105.039198,"Chlorophyll a, corrected for pheophytin",11.7,ug/L
NARS_WQX-NLA12_CO-125:20120726:SR:CHLA,7/26/2012,,,39.22067903,-106.3916958,Chlorophyll a,1.264,ug/L
11NPSWRD_WQX-CURE_382702107315400201209131140^03,9/13/2012,,,38.45054376,-107.5322807,"Chlorophyll a, uncorrected for pheophytin",2.45,ug/L
21COL001_WQX-5971A1-20120723-S-ROUTINE,7/23/2012,,,39.253611,-105.226444,Chlorophyll a - Periphyton (attached),18.23,mg/m2
SOUTHUTE-NPR1 08/01/2012P,8/1/2012,,,37.376581,-107.579578,Chlorophyll a,31800,ug/L
NARS_WQX-NLA12_CO-107:20120829:SR:CHLA,8/29/2012,,,37.8246388,-107.885134,Chlorophyll a,1.45,ug/L
SOUTHUTE-Spring Creek 08/01/2012P,8/1/2012,,,37.005912,-107.598249,Chlorophyll a,29.3,mg/m2
21COL001_WQX-20134LTA2-20120802_S-IVP,8/2/2012,,,40.3402778,-105.1236111,"Chlorophyll a, corrected for pheophytin",10.8,ug/L
11NPSWRD_WQX-CURE_383103106594200201205020815^01,5/2/2012,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
SOUTHUTE-NPR3 09/27/2012P,9/27/2012,,,37.0821,-107.61512,Chlorophyll a,59600,ug/L
SOUTHUTE-Spring Creek 04/26/2012P,4/26/2012,,,37.005912,-107.598249,Chlorophyll a,54900,ug/L
NARS_WQX-NLA12_CO-114:20120627:SR:CHLA,6/27/2012,,,39.03670301,-107.9111308,Chlorophyll a,5.8,ug/L
SOUTHUTE-NPR7 04/24/2012P,4/24/2012,,,37.152869,-107.592244,Chlorophyll a,134000,ug/L
SOUTHUTE-NPR6  03/15/2012P,3/15/2012,,,37.101314,-107.627764,Chlorophyll a,3800,ug/L
SOUTHUTE-NPR3 08/02/2012P,8/2/2012,,,37.0821,-107.61512,Chlorophyll a,11,mg/m2
SOUTHUTE-NPR6  01/20/2012P,1/20/2012,,,37.101314,-107.627764,Chlorophyll a,808,ug/L
11NPSWRD_WQX-CURE_382829107122200201209171015^03,9/17/2012,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",3.71,ug/L
NARS_WQX-NLA12_CO-101:20120821:SR:CHLA,8/21/2012,,,38.30009665,-102.7612671,Chlorophyll a,64.4,ug/L
SOUTHUTE-NPR6  04/25/2012P,4/25/2012,,,37.101314,-107.627764,Chlorophyll a,220000,ug/L
NARS_WQX-NLA12_CO-102:20120626:SR:CHLA,6/26/2012,,,38.99724122,-108.0511795,Chlorophyll a,0.92,ug/L
SOUTHUTE-NPR7 05/23/2012P,5/23/2012,,,37.152869,-107.592244,Chlorophyll a,80400,ug/L
SOUTHUTE-NPR2 01/20/2012P,1/20/2012,,,37.20536,-107.58712,Chlorophyll a,5.22,mg/m2
SOUTHUTE-Ute Creek 08/02/2012P,8/2/2012,,,37.093676,-107.611624,Chlorophyll a,42700,ug/L
SOUTHUTE-Dry Creek 08/27/2012P,8/27/2012,,,37.14385,-107.6218,Chlorophyll a,25.4,mg/m2
SOUTHUTE-NPR7 03/15/2012P,3/15/2012,,,37.152869,-107.592244,Chlorophyll a,1.8,mg/m2
SOUTHUTE-Lower Beaver Creek 03/15/2012P,3/15/2012,,,37.14958,-107.60355,Chlorophyll a,3410,ug/L
NARS_WQX-NLA12_CO-105:20120830:SR:CHLA,8/30/2012,,,37.4167824,-108.4056506,Chlorophyll a,102.67,ug/L
NARS_WQX-NLA12_CO-131:20120817:SR:CHLA,8/17/2012,,,40.94491896,-106.0119684,Chlorophyll a,23.38461538,ug/L
SOUTHUTE-NPR3 08/31/2012P,8/31/2012,,,37.0821,-107.61512,Chlorophyll a,2.72,mg/m2
SOUTHUTE-NPR7 06/20/2012P,6/20/2012,,,37.152869,-107.592244,Chlorophyll a,17.5,mg/m2
SOUTHUTE-Spring Creek 06/20/2012P,6/20/2012,,,37.005912,-107.598249,Chlorophyll a,0.2,mg/m2
NARS_WQX-NLA12_CO-110:20120529:SR:CHLA,5/29/2012,,,39.99496234,-105.112227,Chlorophyll a,20,ug/L
NARS_WQX-NLA12_CO-133:20120808:SR:CHLA,8/8/2012,,,37.54114004,-107.5965489,Chlorophyll a,1.104,ug/L
11NPSWRD_WQX-CURE_382924107352300201207161025^03,7/16/2012,,,38.48998719,-107.590336,"Chlorophyll a, uncorrected for pheophytin",1.98,ug/L
SOUTHUTE-NPR4 06/20/2012P,6/20/2012,,,37.00049,-107.60145,Chlorophyll a,10.8,mg/m2
SOUTHUTE-NPR5 09/28/2012P,9/28/2012,,,37.105818,-107.632044,Chlorophyll a,47600,ug/L
SOUTHUTE-Florida 1 08/28/2012P,8/28/2012,,,37.22909,-107.752321,Chlorophyll a,161,mg/m2
SOUTHUTE-NPR4 04/24/2012P,4/24/2012,,,37.00049,-107.60145,Chlorophyll a,20.62,mg/m2
NARS_WQX-NLA12_CO-127:20120906:SR:CHLA,9/6/2012,,,40.12169493,-104.9459108,Chlorophyll a,97.2,ug/L
SOUTHUTE-Pine 2 08/27/2012P,8/27/2012,,,37.009819,-107.5997,Chlorophyll a,54500,ug/L
21COL001_WQX-10245-20120731-S-ROUTINE,7/31/2012,,,38.025917,-107.3203,Chlorophyll a - Periphyton (attached),0.94,mg/m2
SOUTHUTE-Ute Creek 06/20/2012P,6/20/2012,,,37.093676,-107.611624,Chlorophyll a,18.2,mg/m2
SOUTHUTE-Lower Beaver Creek 05/23/2012P,5/23/2012,,,37.14958,-107.60355,Chlorophyll a,32.3,mg/m2
SOUTHUTE-NPR5 06/20/2012P,6/20/2012,,,37.105818,-107.632044,Chlorophyll a,5.1,mg/m2
11NPSWRD_WQX-CURE_383103106594200201209190830^01,9/19/2012,,,38.51749077,-106.9956012,Pheophytin a,7.2,mg/m2
SOUTHUTE-Spring Creek 03/12/2012P,3/12/2012,,,37.005912,-107.598249,Chlorophyll a,8050,ug/L
11NPSWRD_WQX-CURE_383103106594200201208021400^01,8/2/2012,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),MILD,
21COL001_WQX-20134LHA1-20120731_S-IVP,7/31/2012,,,40.36511,-105.151076,"Chlorophyll a, corrected for pheophytin",3.7,ug/L
SOUTHUTE-Spring Creek 03/12/2012P,3/12/2012,,,37.005912,-107.598249,Chlorophyll a,9.06,mg/m2
SOUTHUTE-NPR7 09/27/2012P,9/27/2012,,,37.152869,-107.592244,Chlorophyll a,31600,ug/L
SOUTHUTE-Dry Creek 06/20/2012P,6/20/2012,,,37.14385,-107.6218,Chlorophyll a,25400,ug/L
21COL001_WQX-20134JKA1-20120716_S-IVP,7/16/2012,,,40.39167,-104.07289,"Chlorophyll a, corrected for pheophytin",14.9,ug/L
NARS_WQX-NLA12_CO-R04:20120808:SR:CHLA,8/8/2012,,,40.2166095,-105.3725581,Chlorophyll a,1.66,ug/L
SOUTHUTE-NPR4 08/01/2012P,8/1/2012,,,37.00049,-107.60145,Chlorophyll a,54500,ug/L
NARS_WQX-NLA12_CO-109:20120823:SR:CHLA,8/23/2012,,,40.05558648,-105.7470802,Chlorophyll a,5.993,ug/L
11NPSWRD_WQX-CURE_382856107050000201208140922^03,8/14/2012,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",5.98,ug/L
SOUTHUTE-NPR4 01/20/2012P,1/20/2012,,,37.00049,-107.60145,Chlorophyll a,785,ug/L
SOUTHUTE-NPR7 06/20/2012P,6/20/2012,,,37.152869,-107.592244,Chlorophyll a,47600,ug/L
NARS_WQX-NLA12_CO-R10:20120828:SR:CHLA,8/28/2012,,,40.17407647,-107.7039121,Chlorophyll a,5.136,ug/L
SOUTHUTE-NPR6  09/28/2012P,9/28/2012,,,37.101314,-107.627764,Chlorophyll a,123000,ug/L
SOUTHUTE-NPR2 05/23/2012P,5/23/2012,,,37.20536,-107.58712,Chlorophyll a,1.85,mg/m2
SOUTHUTE-Beaver Creek 03/15/2012P,3/15/2012,,,37.14958,-107.60355,Chlorophyll a,3410,ug/L
21COL001_WQX-10252-20120731-S-ROUTINE,7/31/2012,,,37.94347,-107.47333,Chlorophyll a - Periphyton (attached),1.87,mg/m2
SOUTHUTE-NPR3 01/20/2012P,1/20/2012,,,37.0821,-107.61512,Chlorophyll a,12.63,mg/m2
SOUTHUTE-NPR4 09/27/2012P,9/27/2012,,,37.00049,-107.60145,Chlorophyll a,9.9,mg/m2
SOUTHUTE-NPR6  06/20/2012P,6/20/2012,,,37.101314,-107.627764,Chlorophyll a,100000,ug/L
21COL001_WQX-10262-20120801-S-ROUTINE,8/1/2012,,,38.55251,-107.05304,Chlorophyll a - Periphyton (attached),17.14,mg/m2
11NPSWRD_WQX-CURE_382829107122200201208141102^03,8/14/2012,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",6.22,ug/L
SOUTHUTE-Dry Creek 05/23/2012P,5/23/2012,,,37.14385,-107.6218,Chlorophyll a,137,mg/m2
SOUTHUTE-Spring Creek 04/26/2012P,4/26/2012,,,37.005912,-107.598249,Chlorophyll a,43.26,mg/m2
